run_number,look_back,days_to_predict,lstm_units_1,lstm_units_2,dropout_rate,learning_rate,batch_size,LSTM_Test_MSE,LSTM_Test_RMSE,Naive_Test_MSE,Naive_Test_RMSE,LSTM_Train_MSE,LSTM_Train_RMSE
1,10,1,128,64,0.2,0.001,64,282.23990372930007,16.799997134800353,1.214142026543663,1.1018811308592515,0.7068907474011107,0.8407679509835699
2,20,1,128,64,0.2,0.001,64,467.75179986851873,21.62757036443342,1.4903131295475849,1.2207838176956578,0.6194729246201248,0.787066023037537
